PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster
7.806614215219996,2.034081665682825,7.369330749362099,11.40960159405764,-8.202775776203273,5.30415967727892,-4.46579517309061,0
-2.8637237096604573,-22.447763076535896,5.592665364028341,-4.67426323518876,-2.972553734076493,6.08590569295145,-9.846716873347503,0
-9.689812700816171,-5.414106988141844,10.811156878705557,8.554424850319261,1.840841049459856,-6.912539346783415,-8.511846147342904,0
3.058980912611249,-33.469960506143224,18.717024296950463,4.794803402216969,2.534754114644744,7.352245627731945,0.0852962437930734,0
2.815198779636602,-6.652037866170432,14.942183698468565,-10.811402694520138,4.967593496875499,-2.952389544656827,-1.4495200620406077,0
16.927139261965007,-26.480862901819872,8.470874035098495,5.027874376088864,5.0352501246623325,4.674676095748725,-2.634412464747683,0
3.5826829674569223,-3.162663408116757,19.35796558144924,-6.1692264677038695,6.034587954942169,1.3435223360467363,3.555120043160342,0
19.951953247406788,-4.150387377777446,16.451004752667615,1.1510906067482607,7.033414336579136,-7.576731553732169,9.307818021810393,0
-2.090701032077128,-8.088186441942984,8.95249398722261,-2.0591759290294576,-2.302702114776149,4.127381393180116,3.392023157945732,0
-2.2365708333350875,-26.449451008061345,1.654785854442678,0.4491438336371068,5.442188737265705,-5.241866693915975,9.466146831818197,0
3.3370708910104594,-9.912788119367097,17.487844407599617,-10.567200677229737,5.467417103214551,4.124185209938114,-9.147548217660605,0
2.387604390701581,-5.9313540127367865,16.715257833468385,-2.292249117575339,14.69284264735445,-19.137124368881217,14.673128613589665,0
-2.4117768582768817,-3.4557705348713315,8.864062530631136,10.297998718799484,9.32952568174304,9.404704384511112,26.76845718588441,0
2.131863183534518,-23.99191569906525,14.686146977956383,2.93606319608359,3.929320543858828,-1.1298063905141442,9.724461435233252,0
-1.7131107371145242,-10.934005881517066,35.31667836645515,15.7338885458516,-6.299536772888527,2.903898299882803,-11.20470930492681,0
-4.179997614577254,-25.585314133231225,5.202863457177121,3.872540428416415,8.452473187383772,6.07230054591911,-3.674839372291004,0
5.181584502583706,-9.42104104708436,15.191308750346565,-3.6922453855065953,-6.883371406560057,-4.462511262816406,25.162969358403075,0
8.89173567329327,-10.647873864091029,28.971876628874316,-0.9214440233336914,4.875510203800143,3.735033867847652,13.49002496636831,0
2.916393342060622,-0.1193367898096444,18.465637405353984,-3.050672220854614,6.919696773439154,-6.900362042583146,13.321803001371189,0
-8.429389844115768,3.429109673947274,20.612096109839115,13.92276172477674,0.924356725888654,2.8485629829763623,-7.783602336124245,0
6.175311805970376,1.6028568970379606,29.78357547563221,-7.367176577475661,3.5055761450914464,2.839349061123883,-3.71657165184375,0
-1.0378899232144456,-25.06340136363452,5.162938538785773,-0.8405940231276025,5.291087005051301,6.077714446493999,2.8982675143386585,0
1.9914140658805088,-17.492842553733624,8.534943307764621,-9.872214928449226,9.117380936153063,8.329586751244443,-4.307873727544922,0
-5.185548133828563,-3.4904277509776027,24.999538560492017,9.590817879707162,-4.081477390470007,-7.753005175134064,-10.11123545881849,0
2.5156220052429736,-13.883341135480038,16.676108696620677,-2.905309087254065,0.2159621224898369,-2.8404937828018983,5.455148884447751,0
