PC1,PC2,PC3,PC4,PC5,Education,Marital_Status
3.7706958794131062,-0.05812550859647232,-0.3004277610325189,2.0638414000283096,0.07676983425524571,Graduation,Single
-2.376361641441558,0.23768649390236873,-0.1640193171019453,-0.9447257823113925,0.6728307275666308,Graduation,Single
1.6200414921691475,0.1370978284982442,-1.0403540290673134,-0.05542442030163034,0.19069949066932926,Graduation,Together
-2.521415945185349,-1.417524270831368,-0.04674019239618697,0.23553037640911545,-0.2312495890038724,Graduation,Together
-0.4622846120871043,-0.12705008007849697,-0.6640916124379308,0.6124597936879833,-2.049502165784086,PhD,Married
0.681309540804854,1.31314074024587,-0.4212690278703334,-0.2567129143436839,0.942257730002202,Master,Together
0.5845857571083806,1.3525873945149196,-0.7150084560493875,0.6598073769426409,-0.497380831135039,Graduation,Divorced
-2.3182147028120266,-0.97183128436754,0.16317883559120475,0.6886431994944271,-0.6045442451289925,PhD,Married
-2.5659551300548484,-1.4969063359925474,1.4618515089926256,1.1282640286494154,0.7165500673888544,PhD,Together
-4.505950899103754,0.5582163202720483,1.8757925798538955,2.1967552221671607,0.4314107756713283,PhD,Together
-2.3785736428297133,-1.1346255643796557,-0.14329645703996025,-0.12534938889176692,-1.021708044462593,Basic,Married
2.899900529864566,-1.2969699244317452,-2.542838446867371,-0.5194874482852269,-0.9007488849906473,Graduation,Divorced
-1.3687911698456834,1.541834733897335,-0.0762716284900245,-0.536868331135591,0.6332219047372293,Master,Divorced
-2.478902417686761,-1.6100179641007144,-0.06007571363089613,0.0030491313984475923,-0.6443208607557303,Graduation,Married
4.608578545214187,-0.626690346681929,2.9561756044885534,-0.6279033441761178,1.1512942528860275,PhD,Single
-2.613599815293446,0.18181027732206992,0.059041850645419766,0.15458357986067353,-0.08308766355359273,Graduation,Married
-0.4349044042279749,0.12405944917873414,-0.751854633762154,-0.23273050627813646,0.9840728050625025,Graduation,Together
3.8246606054478143,2.187145186254183,0.4831807548896181,-0.09339105531350873,-0.3650352956331536,Master,Married
-1.9505311125140676,-1.4174738925655417,-0.45973013668546814,0.27215310776850965,-1.9394412065742141,2n Cycle,Single
-0.7957800273288413,-1.0046080361832816,-0.5343754370346155,0.33632678563080715,-0.060877615996708684,Graduation,Married
2.189557907399969,0.11975696797340035,-0.4574072847645499,2.3495523654511805,-1.275519301462667,Graduation,Married
0.12408087633143544,2.4727989761623426,1.8023532829475657,-2.329293111876877,-0.7014669807410939,PhD,Married
0.2546895773197977,1.717210146638662,-0.3539238545267838,-0.6545164152556564,1.4440932052782063,PhD,Married
-0.7795553186857123,3.1256859633553224,-0.0007248473247748491,0.7807951261093106,-0.8024028995574961,Graduation,Together
-2.0271785979785655,-0.7630101791629437,-0.44072360521659215,-0.6363015093866953,-0.5633426747226637,Graduation,Single
-1.791776964421223,0.9612212848811806,0.32595826635448427,0.8544801496821174,0.0519511110626144,Graduation,Married
-1.7703400648350902,-1.791207887539978,-0.4634806684517821,-0.024988512597111365,0.15833365624568593,Graduation,Married
4.507936680023447,-1.134403642025066,-0.31584472510835904,-1.4159936993187237,-1.4545921713980086,PhD,Married
-2.227439419540756,-1.3924196948966778,-0.20941883096263433,-0.037154061982059096,-0.12285607124899561,Master,Divorced
-0.19126991739632596,-0.9276215613618809,-0.9216228597926942,-0.6340586080722518,0.11213804252937498,Master,Together
-1.3695876256834925,0.6277837397812713,1.3651453061582919,-2.1390066730663038,0.22245820179517284,Graduation,Together
-0.6065469158426451,2.637451819103333,0.8096926834760132,0.8130848179459056,2.4660877369726584,PhD,Divorced
1.911822082462745,-0.18584465668884573,-1.0901056402960896,-0.4177219771392614,1.6467248688524727,Master,Married
-2.434571457792479,0.37829550576824944,-0.19503806114915603,-1.2077774959467873,1.2734384784067883,Master,Single
1.302909671427396,1.977288554755717,-0.42737172969228227,-0.39561491486385403,0.11057531726070643,PhD,Married
-2.4774029168883085,-0.8061152792975864,-0.17207250067192595,0.25034128898643465,-0.6400607833947509,2n Cycle,Married
-1.940726645384025,-0.004174239714107891,-0.5478732979132974,-1.3930798838750917,-0.17813105823432102,Graduation,Widow
2.2485489382360258,-0.10255271796382152,0.9595944995379924,2.4353816107435304,1.6416261146887139,PhD,Divorced
3.393925504978156,0.1443265793693765,-1.696540878031177,1.2541201475138888,0.6696369275177808,Graduation,Married
-2.9290426124463065,-1.23412468889853,0.07530507676761215,0.22701685772191296,-2.2564745385700373,Master,Married
-2.294368207708599,-0.14119003708081676,-0.3219771639999489,-1.3071389403613398,2.315075623491154,Graduation,Together
-2.760870310170697,-1.0493830108571887,0.04270049000364435,0.32818082885293437,-0.28874453918883664,Master,Married
3.5390673802627077,-1.5767775695364088,-2.929850598407996,0.5630524297501815,-1.1587167845059099,Graduation,Single
-1.843430574871061,-1.4941441146946677,1.1035602697399864,2.0345786383769884,0.40395088448694283,2n Cycle,Married
-2.802826635770365,-0.912054620100703,0.006424495167542992,-0.306051286997812,-0.9886902399174484,Graduation,Together
0.8257548345524822,3.314688759312022,-0.08767625668423937,1.187097766075084,-0.5269469147324334,PhD,Married
0.811176109822242,0.6224476638039599,-1.2456109814917264,-1.3567869871285145,1.5745171198340606,Graduation,Widow
4.211134615801116,-0.3363941431817692,-1.485963881075453,0.025647587245823184,0.48637793659776807,Master,Married
-2.4688127116034044,-1.156082131872844,-0.06883617325203757,0.10389911365196694,-1.1348305377237686,Graduation,Single
5.617620514021161,-2.4159372476732925,0.9119645372689898,3.347409589495033,0.73924505940284,Graduation,Divorced
-0.026169079603281867,1.760403923489306,-0.524812485681376,0.7351618404683012,-0.5360291021272925,Graduation,Married
6.459756476509474,-1.1350250370472,0.17778317894338078,0.2631893683993168,0.6205354434958659,Master,Together
3.0651734842606615,-1.1934018793983345,-0.7043388707940028,0.6356728068997615,1.4379929650866987,Graduation,Divorced
-2.365586899935485,-2.063688810440457,-0.3440751376178741,-0.3943761354196602,0.04668313762712406,Graduation,Single
-0.5385727765949401,1.8709926817007576,0.03372322211157249,-0.17436784385869009,0.03748409264011277,PhD,Married
4.011757114275742,-1.6454956671335037,2.9999746553692836,-1.3036917475705765,0.47248698408442696,Master,Single
-0.05603824852973068,1.1062353057817917,-0.33728517495551236,-0.04799221574209246,-0.07718472485170493,Graduation,Together
1.017645970671145,2.9589483200994655,-0.1950721280236182,0.7959294843386867,0.12188134339951118,Graduation,Single
0.1467548556342983,1.6664257406684446,-0.08731561593648945,-1.1006093376357278,1.8448832289992345,PhD,Widow
2.2113219932476227,-0.2647859367914698,-1.4491368305323409,-0.23173055412166985,0.6636346230997039,Graduation,Together
-2.3928812645523236,-1.7457212721175819,0.9397556186796188,0.35392018286189564,0.2543726659462185,Graduation,Married
-2.9397769441566863,-0.3265653671821302,0.20635947246422326,-0.30811585642002925,0.836241641589795,Graduation,Together
4.429380563573716,-0.1814632837050429,2.1894011467666314,2.845573944039057,2.1059671849209742,2n Cycle,Single
1.330972072247746,0.9953697635687339,-1.1121487673872577,-0.17960461087384857,1.3283958614231768,Graduation,Together
0.9864096612712991,2.430003917472294,-0.5133087888496829,0.5071347660460831,-1.5996778243416687,Graduation,Together
2.627518355465914,-0.3365587154974878,-1.354225225987629,0.0574767865168235,0.7202803858724248,Master,Married
2.219368746318185,2.439474959189567,-1.1919033256216987,1.126759904173938,0.17680092679885076,Graduation,Married
-0.296641481305139,2.6380915503123727,1.8041210592179209,-0.7724320378765311,-2.0267345585118335,PhD,Married
-1.2192842311010426,-0.748461989199914,-0.8112489950274572,-1.5366349514541249,0.3140932484246794,Graduation,Married
-2.6697410268831794,-1.5959225933245211,-0.1868246221547246,-0.5661628369688199,-0.6260282758848106,Graduation,Divorced
3.364599774811052,-1.2121945248874735,0.0376994696666487,1.180433697073327,0.19594996767163664,Master,Married
4.912698621717977,-1.9584290919344625,0.15048192049522846,2.731586354742148,1.2797405395967878,Graduation,Single
-2.176032447987992,-1.790244462921023,-0.6984259567222411,-0.98363043532393,3.7281638548739657,2n Cycle,Together
0.3201061099652946,0.5112053596042927,2.3463656043711363,3.0218056874915904,1.5103132847671943,Graduation,Together
-2.3947807644093015,-0.5589533444521841,0.06324390722574294,0.6590019159291524,-2.191924719786938,Graduation,Single
-2.8837383542700654,-1.3915479722404127,0.173520549413512,-0.06505975955810145,0.3921393025188076,Graduation,Married
-2.581910616466202,-0.5975621701993321,-0.09625563590944217,0.09339453684690893,-1.3761629452505812,2n Cycle,Married
-0.19302326272914716,-0.9362278639233506,-0.9364880599396264,-0.6558718554378338,0.2330564118005702,Master,Together
2.6976213074217315,-1.1548425037458214,-1.4158761377204818,-0.049829151851434765,-0.3525592249382438,Graduation,Divorced
-2.632631035148771,0.2907527635313951,-0.3125835977365149,-0.9028101561341911,-0.597966301240145,Graduation,Married
-2.0684887864201467,1.4857286516626385,1.8784938189755882,-0.9099740226576636,-1.550622843910615,Master,Married
0.4261476740183794,1.4043016579852157,4.175266629747845,-0.4939299417755828,1.1523190431058792,Graduation,Single
4.34573495595781,-1.7571018809887973,-0.8938775362876257,-0.24555515494608954,-0.5695556244675735,Graduation,Married
-0.8668178963218667,0.05989185245391834,-0.7693674406176818,-1.7019051969679677,-0.22081364467856068,Graduation,Together
-2.6175331079711848,-1.3452651271760354,-0.2113671253494832,-0.6799588491142323,0.0174677229049134,Master,Single
-2.4079166936050456,-0.6432297071747123,-0.17047037825024325,-0.26742896624764634,-1.3908833459499708,PhD,Married
-2.52132333828104,-1.6825784700756727,-0.11886913392175558,0.0017891304294401437,0.002671863586196144,Graduation,Married
0.14672527643283628,2.8815989099403096,1.5736956275928693,-1.2574771127021023,-0.7892660369505201,Graduation,Widow
-2.544971061091072,0.007482298172211256,-0.023138426085164743,-0.4606990121209122,0.8855647385533194,Graduation,Divorced
3.7077885845558307,-0.1622696205038807,-0.28613273174614956,-0.26729411412872023,0.5957701664022308,2n Cycle,Married
0.2276148125007,-0.8676411111446607,-0.9315794010036759,0.37574761221857195,-0.6402333836721232,PhD,Married
-2.1082141734235336,0.6307086852586301,0.14055155091159852,-0.474255881836034,1.194047792117134,2n Cycle,Single
-2.088954770811273,0.5382772922727207,-0.174166727607744,-0.9601120750389275,0.42572519020731303,PhD,Single
4.233226014129102,0.7521304569598729,-2.502544012631464,1.52666036983466,-1.1725004497064064,Graduation,Together
1.929106639369641,0.19347537770124731,-1.391607243648514,-0.6727156814710794,0.6603604250485775,PhD,Married
3.076385610508246,-1.5449888248120893,-0.5247313745905844,-0.1342902238371629,2.0961290324033888,Graduation,Married
-2.5947373006538483,-1.6836634236196362,-0.45122561458094357,-0.7143824953818092,-0.9445877188948812,Basic,Together
-2.0956516825200726,1.0698879824906309,0.22088788980840746,0.1335563389584712,0.8643363932478706,Graduation,Married
2.0053457347190657,2.404502945929374,-1.5205923721167738,0.7247409656934651,-0.6449376974582908,Graduation,Married
-2.2153967150959977,-0.9881932885512862,0.15618220118265577,0.47002007232048854,-0.19732641994148722,Graduation,Single
2.0756833221304336,-0.8111475264154536,-1.6729760312578905,-0.4170947006223218,1.7139856084621878,Master,Married
2.4608786236086497,0.48606510431142697,-1.4317927648669015,-0.016614541313603192,-0.08646034223068559,Graduation,Together
2.1218561898544137,-0.07873029312572292,3.0519113383587646,0.47702483371520826,-0.9149333778545359,PhD,Single
0.17758239673624943,2.5449634559549152,1.7167130697699746,-1.2808842324508019,-0.3179058876588373,Master,Together
3.1722863075823264,-1.148973218137645,3.1027655634886213,-1.4030905645443614,-2.209041579403806,Graduation,Single
-0.9400255911405069,0.46206570291706955,0.3292751958311084,1.3558300517204664,-0.21967041367910692,PhD,Married
-2.152531260026254,0.3327185497769428,-0.008580858550284587,-0.4131789337990927,0.49511067385894353,Graduation,Single
5.255763498662058,-3.161736512932406,0.5350237568203037,-0.9542148128809094,-0.051086775566771075,Graduation,Married
