ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7
5524,18.934799034952594,7.725263509749706,18.583081191797127,0.6486710583830835,3.0505367876901297,-8.183084948957775,9.137108434786608
2174,-14.686267517685568,10.233509516365798,1.1842899034222225,12.299665654541048,-7.031763064979918,0.33592177092656406,6.761895353173717
4141,-1.447044053232932,-3.7981880313662497,-3.1610645863143167,-20.37167942322118,9.351176102826505,-4.118962168332806,-3.537210169497026
6182,-10.361667083285184,-12.589759306151254,5.683531142925447,7.901662216974388,2.5654967634914803,-7.5141500919879896,-8.246574661620004
5324,-5.5952353867098195,1.9365906190108493,11.72351946706798,0.34770925466673575,-5.435564646075181,-10.492049543792394,0.9369637569363529
7446,-2.2444893672062376,-4.07243271504678,-5.550846788969147,-18.250932210490042,-4.002259538721246,0.8601869957467675,2.9887613221979326
965,-2.3506794156930457,1.446919988977073,12.03749816435815,-5.917866259137012,1.109153709263062,-6.602039950039814,-1.223559296305898
6177,-3.3551897929374004,1.2393896024890911,12.713860691072444,-3.5106454302052845,2.559513696663699,8.915943390339306,-8.516334593129676
4855,19.135833931368552,-3.848099950202235,27.249023755904474,2.4816150893409743,6.505160601737416,3.2695425693083036,-17.31948088680215
5899,3.7902398573834106,56.043127122142295,19.187363934850758,9.75200268169536,-9.749074128303949,0.4504139435077925,-6.381758639600547
387,-14.236834679994463,3.7090034800772975,-8.857835457654813,0.027791985691541607,19.074957703497418,-2.3066760665871207,-5.996709731899665
2125,-1.8874828821411516,-27.089412284165817,6.999481552354073,1.3541855110123064,9.304649162684779,-9.839058478299364,3.1618450623463663
8180,-1.4373858072577663,10.28529224972941,8.20102817267081,-15.681920777668456,-6.436850080134202,2.0519306575395775,-3.839536123875557
2569,-12.746562829885816,-21.028462605879117,-3.146075329951114,8.558604309136681,7.173176549165127,-4.547390346514212,-8.21383403125426
2114,39.79394236074212,3.388322974418582,-27.73897054928533,-4.031317179049397,-2.764457103258159,-3.8614520974895883,-2.413441013042554
9736,-8.081123590479958,10.904612627777691,8.561458720320935,-3.8249580233535143,-10.43730644106461,-5.945558329098751,-6.931428942872069
4939,-11.369089719119586,0.7308226647409306,-8.429468082912315,-8.447800925598726,14.730978212721798,-29.373814468264495,-3.1911286329259716
6565,17.471655249656834,4.43476436782046,7.065017214728537,-9.060036774079888,5.176130138182937,7.935954794101398,-3.439623254342633
2278,-17.62560411278832,13.999314559596714,-6.990887646270031,8.16401563188168,15.477032385782682,-11.35360677713835,2.6138754780115057
9360,-4.9906425227953655,-0.7949297103727228,0.8822300754242561,-7.349824291827758,15.980656407234134,-7.3822462634258095,0.3420364987891973
5376,8.708440160248086,-25.11657773541255,69.50422125113207,46.142195475954956,-20.424234462613168,0.5739925813732072,24.33440689424856
1993,4.447676926362184,-5.768735617395692,-22.55939974880349,-5.094154226257517,-17.97063797367494,-0.14629289476244953,3.867650963390069
4047,-2.9346171952760356,-3.91970854779481,-0.4037250302754203,-14.62172716957996,-6.0040588257290475,-1.0686692584104698,-1.8794637525504572
1409,-12.618201133402836,30.555275645549955,1.7568924054517632,-2.3231192029455268,-5.412679875025145,-1.4989251334750422,0.9018269632821089
7892,-10.88145258085652,-0.24740308421850477,7.983361174683639,10.54851960023118,8.389116668799458,-9.991448868954416,-0.8015383603065456
2404,-7.890052796270382,21.521301586459618,4.434838293754701,-6.783209075883354,-6.743645054791172,3.27236084733237,-0.21870777135055616
9422,-8.678865970002331,-8.790958775671164,4.415386131537692,4.164462987502468,1.045888565797034,-9.358908474533466,-2.0236173294176747
1966,20.11051068523411,-20.244122048714132,12.980554555296358,2.57641652081857,0.48552142440074253,3.0115516664023367,4.9559281515824765
6864,-6.371844943931842,2.9045286318183026,13.305525550929705,1.7555120689927304,4.478004697904339,0.3569358276648753,-8.748841915569324
3033,-7.631513041634283,12.216639399318332,-4.013289714890957,-0.23673821677837603,10.604762402466662,1.1809671838669318,21.152475325813896
5710,5.019326304432564,6.902798076581713,-17.265097348320367,-8.5231194967483,-16.920263659859465,-2.7310737045544404,-0.4360498947188081
7373,1.9912569666973623,6.379948944079799,4.143066336317649,17.915040497972466,-6.82812262512289,-5.930695669206304,-4.901510037930234
8755,-0.5948984214156401,-25.616576510860384,4.37132207218912,-2.495202755360114,1.572835892824697,-1.5785955246796117,5.96842841501419
10738,-3.5727139750421615,-9.061842861338402,4.112562690800152,-8.902162748776002,-3.6037862494617303,5.50510687926705,-8.430033775293118
4339,-5.5847612293075,-3.6571081634676212,-4.568510671170687,-8.641499479197444,-12.911685751505612,1.3132404578525434,7.498272639798072
