ID,PC1,PC2,PC3,Age,Income,Total_Spending,Has_Children,Customer_Seniority
5524,18.934799034951993,7.72526350975215,18.583081191803345,1.0201835168804785,0.22658979053360298,1.672108161451928,0,1.5059212071733508
2174,-14.686267517685144,10.233509516358923,1.1842899034501935,1.2767043805309854,-0.23519593882770148,-0.9615172350350186,1,-1.41103738886935
4141,-1.447044053233939,-3.7981880313589858,-3.1610645863321745,0.33612788047912645,0.7541938861028397,0.2791025272094613,0,0.04744190915200049
6182,-10.361667083284715,-12.58975930615492,5.683531142931612,-1.2885042559740845,-1.0064571985325492,-0.9184516625138484,1,-1.41103738886935
5324,-5.595235386710219,1.9365906190147286,11.723519467056171,-1.0319833923235775,0.23265870591862944,-0.3072518063480098,1,-1.41103738886935
7446,-2.24448936720574,-4.072432715051677,-5.55084678894969,0.16511397137878844,0.3978898215625759,0.17972043677599162,1,0.04744190915200049
965,-2.3506794156932114,1.446919988980955,12.037498164340187,-0.17691384682188757,0.12858659563862712,-0.02898195313429471,1,1.5059212071733508
6177,-3.355189792937564,1.239389602489763,12.713860691070296,-1.3740112105242537,-0.7398947731050641,-0.7263129543424737,1,0.04744190915200049
4855,19.13583393136817,-3.8480999501985806,27.249023755894733,-0.43343471047239457,-0.8613905436840134,-0.9300462397310865,1,0.04744190915200049
5899,3.7902398573837743,56.043127122128034,19.187363934945658,1.6187321987316614,-1.8286190388860062,-0.925077135209413,1,-1.41103738886935
387,-14.236834679994026,3.709003480075198,-8.857835457665605,-0.6044486195727325,-1.7561052886081416,-0.9052007171227191,0,1.5059212071733508
2125,-1.887482882142788,-27.089412284158907,6.999481552338083,0.8491696077801405,0.4182500538220196,0.81907855189798,0,0.04744190915200049
8180,-1.4373858072576045,10.285292249728188,8.201028172677619,1.4477182896313234,0.2742014105864558,-0.4927650418238199,1,0.04744190915200049
2569,-12.746562829886214,-21.028462605876,-3.1460753299819713,-1.5450251196245917,-1.3714926703686898,-0.9300462397310865,0,1.5059212071733508
2114,39.793942360742285,3.3883229744193653,-27.738970549301,1.9607600169323374,1.1922129597305244,1.1718849729367973,0,1.5059212071733508
9736,-8.081123590480418,10.90461262778134,8.561458720313253,-0.9464764377734086,-0.4111553307006625,-0.8472278310365284,1,1.5059212071733508
4939,-11.369089719120185,0.7308226647490079,-8.429468082941025,1.9607600169323374,-0.571296388279748,-0.48117046460658175,0,1.5059212071733508
6565,17.4716552496586,4.43476436780935,7.065017214766886,1.7042391532818304,0.9649222899880814,1.9454089101439698,1,0.04744190915200049
2278,-17.625604112788128,13.999314559595668,-6.990887646266817,-1.3740112105242537,-0.7258775362802933,-0.7859422086025555,1,1.5059212071733508
9360,-4.990642522796216,-0.7949297103632368,0.8822300753920596,-1.1174903468737465,-0.5994874791005163,-0.48282683278047295,0,1.5059212071733508
5376,8.708440160250182,-25.116577735427256,69.50422125117518,-0.8609694832232395,-1.9539519301600046,1.8592777651016295,1,0.04744190915200049
1993,4.44767692636235,-5.76873561740094,-22.559399748774677,1.7042391532818304,0.24495315385990887,0.6037506892921289,1,1.5059212071733508
4047,-2.934617195275882,-3.9197085477968177,-0.40372503026940637,1.2767043805309854,0.5079525386419914,-0.10517488913328814,1,-1.41103738886935
1409,-12.618201133403138,30.55527564555744,1.756892405422689,1.5332252441814924,-0.4566134646491511,-0.27081170652240427,1,0.04744190915200049
7892,-10.881452580856662,-0.24740308421388987,7.983361174664105,-0.00589993772154956,-1.321923335675506,-0.8820115626882429,0,0.04744190915200049
2404,-7.890052796270279,21.52130158645913,4.434838293758927,-0.6044486195727325,0.03947142521075457,-0.5805525550400514,1,0.04744190915200049
9422,-8.678865970002386,-8.790958775667514,4.415386131515755,-1.7160390287249296,-0.5478038125957746,-0.7892549449503378,1,0.04744190915200049
1966,20.11051068523593,-20.244122048728343,12.980554555345087,0.33612788047912645,1.2633954640529639,1.763208411015942,0,0.04744190915200049
6864,-6.37184494393187,2.9045286318219783,13.305525550897812,-1.7160390287249296,-1.6198875039339022,-0.9565481305133451,0,-1.41103738886935
3033,-7.631513041634679,12.216639399327859,-4.013289714937824,0.5071417895794644,-0.5376236964660528,-0.4795140964326906,0,0.04744190915200049
5710,5.019326304432,6.902798076594296,-17.26509734838059,-0.09140689227171855,-0.46213421993488485,-0.8074749948631406,1,1.5059212071733508
7373,1.9912569666970565,6.379948944085726,4.143066336287663,1.4477182896313234,-0.22478089694113995,-0.5060159872149492,1,1.5059212071733508
8755,-0.5948984214162922,-25.616576510864725,4.371322072226964,1.9607600169323374,0.6384537965664638,0.974777160243749,0,0.04744190915200049
10738,-3.572713975042274,-9.061842861338677,4.112562690807898,1.5332252441814924,-0.11597111723153632,-0.8985752444271544,1,0.04744190915200049
4339,-5.584761229307021,-3.657108163469466,-4.568510671174509,-0.09140689227171855,0.5873965987466283,0.5060249670325504,1,0.04744190915200049
10755,-17.651206118791595,32.759797116977175,4.539959126536225,-0.6044486195727325,-1.1211009678703396,-0.8720733536448959,1,0.04744190915200049
8595,-12.313763099070218,3.6009265374728026,-10.114769710373873,-0.3479277559222256,-0.3884849951656281,-0.8952625080793721,1,-1.41103738886935
2968,30.41449215472315,10.427132156563212,1.6796262484522682,2.2172808805828446,-0.13323816035925679,0.48780491711974766,0,0.04744190915200049
8601,5.4787416114618575,0.6706330417204601,24.417193749056597,-0.9464764377734086,1.0830116370928544,1.3043944268480903,1,0.04744190915200049
503,-5.781928412240454,-13.031710966787374,22.127360635828182,-1.3740112105242537,-1.24478937884646,-0.9184516625138484,1,0.04744190915200049
